director_din,director_name,din_status,total_directorships,risky_directorships,director_stress_score,director_stress_pct,risk_flag_details,computed_timestamp
12043,Neha Patel,active,1,1,10.0,100.0,"[{""L95363JH2010PLC001204"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443072
12051,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L28862ML2010PLC001205"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443104
12052,Neha Patel,active,1,1,10.0,100.0,"[{""L28862ML2010PLC001205"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443134
12053,Rahul Iyer,active,1,1,10.0,100.0,"[{""L28862ML2010PLC001205"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443162
12061,Neha Patel,active,1,1,10.0,100.0,"[{""L48018GA2010PLC001206"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443192
12062,Rahul Iyer,active,1,1,10.0,100.0,"[{""L48018GA2010PLC001206"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443221
12063,Kavita Gupta,active,1,1,10.0,100.0,"[{""L48018GA2010PLC001206"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443248
12071,Rahul Iyer,active,1,1,10.0,100.0,"[{""L12588TN2010PLC001207"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443280
12072,Kavita Gupta,active,1,1,10.0,100.0,"[{""L12588TN2010PLC001207"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443309
12073,Amit Nair,active,1,1,10.0,100.0,"[{""L12588TN2010PLC001207"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443337
12081,Kavita Gupta,active,1,1,10.0,100.0,"[{""L51130MN2010PLC001208"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443368
12082,Amit Nair,active,1,1,10.0,100.0,"[{""L51130MN2010PLC001208"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443399
12083,Sunita Rao,active,1,1,10.0,100.0,"[{""L51130MN2010PLC001208"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443439
12091,Amit Nair,active,1,1,10.0,100.0,"[{""L25793KL2010PLC001209"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443470
12092,Sunita Rao,active,1,1,10.0,100.0,"[{""L25793KL2010PLC001209"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443498
12093,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L25793KL2010PLC001209"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443535
12101,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L80006PY2010PLC001210"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443584
12102,Anita Desai,active,1,1,10.0,100.0,"[{""L80006PY2010PLC001210"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443618
12103,Vivek Mehta,active,1,1,10.0,100.0,"[{""L80006PY2010PLC001210"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443647
12111,Anita Desai,active,1,1,10.0,100.0,"[{""L78881MH2010PLC001211"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443680
12112,Vivek Mehta,active,1,1,10.0,100.0,"[{""L78881MH2010PLC001211"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443710
12113,Priya Menon,active,1,1,10.0,100.0,"[{""L78881MH2010PLC001211"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443739
12121,Vivek Mehta,active,1,1,10.0,100.0,"[{""L69052TR2010PLC001212"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443769
12122,Priya Menon,active,1,1,10.0,100.0,"[{""L69052TR2010PLC001212"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443797
12123,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L69052TR2010PLC001212"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443825
12131,Priya Menon,active,1,1,10.0,100.0,"[{""L19710AP2010PLC001213"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443855
12132,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L19710AP2010PLC001213"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443884
12133,Neha Patel,active,1,1,10.0,100.0,"[{""L19710AP2010PLC001213"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443913
12141,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L13267PY2010PLC001214"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443943
12142,Neha Patel,active,1,1,10.0,100.0,"[{""L13267PY2010PLC001214"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.443971
12143,Rahul Iyer,active,1,1,10.0,100.0,"[{""L13267PY2010PLC001214"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444003
12151,Neha Patel,active,1,1,10.0,100.0,"[{""L68683SK2010PLC001215"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444032
12152,Rahul Iyer,active,1,1,10.0,100.0,"[{""L68683SK2010PLC001215"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444061
12153,Kavita Gupta,active,1,1,10.0,100.0,"[{""L68683SK2010PLC001215"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444088
12161,Rahul Iyer,active,1,1,10.0,100.0,"[{""L90997WB2010PLC001216"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444118
12162,Kavita Gupta,active,1,1,10.0,100.0,"[{""L90997WB2010PLC001216"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444151
12163,Amit Nair,active,1,1,10.0,100.0,"[{""L90997WB2010PLC001216"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444179
12171,Kavita Gupta,active,1,1,10.0,100.0,"[{""L67815MH2010PLC001217"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444209
12172,Amit Nair,active,1,1,10.0,100.0,"[{""L67815MH2010PLC001217"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444240
12173,Sunita Rao,active,1,1,10.0,100.0,"[{""L67815MH2010PLC001217"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444268
12181,Amit Nair,active,1,1,10.0,100.0,"[{""L56321KA2010PLC001218"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444301
12182,Sunita Rao,active,1,1,10.0,100.0,"[{""L56321KA2010PLC001218"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444327
12183,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L56321KA2010PLC001218"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444356
12191,Sunita Rao,active,1,1,10.0,100.0,"[{""L13356GJ2010PLC001219"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444386
12192,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L13356GJ2010PLC001219"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444416
12193,Anita Desai,active,1,1,10.0,100.0,"[{""L13356GJ2010PLC001219"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444459
12201,Anita Desai,active,1,1,10.0,100.0,"[{""L99259WB2010PLC001220"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444491
12202,Vivek Mehta,active,1,1,10.0,100.0,"[{""L99259WB2010PLC001220"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444520
12203,Priya Menon,active,1,1,10.0,100.0,"[{""L99259WB2010PLC001220"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444549
12211,Vivek Mehta,active,1,1,10.0,100.0,"[{""L84536KA2010PLC001221"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444597
12212,Priya Menon,active,1,1,10.0,100.0,"[{""L84536KA2010PLC001221"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444636
12213,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L84536KA2010PLC001221"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444667
12221,Priya Menon,active,1,1,10.0,100.0,"[{""L38169CG2010PLC001222"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444702
12222,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L38169CG2010PLC001222"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444731
12223,Neha Patel,active,1,1,10.0,100.0,"[{""L38169CG2010PLC001222"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444762
12231,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L61979MP2010PLC001223"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444794
12232,Neha Patel,active,1,1,10.0,100.0,"[{""L61979MP2010PLC001223"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444824
12233,Rahul Iyer,active,1,1,10.0,100.0,"[{""L61979MP2010PLC001223"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444853
12241,Neha Patel,active,1,1,10.0,100.0,"[{""L84150AN2010PLC001224"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444884
12242,Rahul Iyer,active,1,1,10.0,100.0,"[{""L84150AN2010PLC001224"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444912
12243,Kavita Gupta,active,1,1,10.0,100.0,"[{""L84150AN2010PLC001224"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444940
12251,Rahul Iyer,active,1,1,10.0,100.0,"[{""L18848BR2010PLC001225"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.444969
12252,Kavita Gupta,active,1,1,10.0,100.0,"[{""L18848BR2010PLC001225"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445002
12253,Amit Nair,active,1,1,10.0,100.0,"[{""L18848BR2010PLC001225"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445031
12261,Kavita Gupta,active,1,1,10.0,100.0,"[{""L82392TS2010PLC001226"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445065
12262,Amit Nair,active,1,1,10.0,100.0,"[{""L82392TS2010PLC001226"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445092
12263,Sunita Rao,active,1,1,10.0,100.0,"[{""L82392TS2010PLC001226"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445121
12271,Amit Nair,active,1,1,10.0,100.0,"[{""L30588TS2010PLC001227"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445160
12272,Sunita Rao,active,1,1,10.0,100.0,"[{""L30588TS2010PLC001227"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445193
12273,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L30588TS2010PLC001227"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445227
12281,Sunita Rao,active,1,1,10.0,100.0,"[{""L23563GJ2010PLC001228"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445257
12282,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L23563GJ2010PLC001228"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445286
12283,Anita Desai,active,1,1,10.0,100.0,"[{""L23563GJ2010PLC001228"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445315
12291,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L71465GJ2010PLC001229"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445346
12292,Anita Desai,active,1,1,10.0,100.0,"[{""L71465GJ2010PLC001229"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445375
12293,Vivek Mehta,active,1,1,10.0,100.0,"[{""L71465GJ2010PLC001229"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445404
12301,Vivek Mehta,active,1,1,10.0,100.0,"[{""L69103AP2010PLC001230"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445447
12302,Priya Menon,active,1,1,10.0,100.0,"[{""L69103AP2010PLC001230"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445477
12303,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L69103AP2010PLC001230"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445507
12311,Priya Menon,active,1,1,10.0,100.0,"[{""L48240OR2010PLC001231"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445538
12312,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L48240OR2010PLC001231"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445584
12313,Neha Patel,active,1,1,10.0,100.0,"[{""L48240OR2010PLC001231"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445615
12321,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L20158MZ2010PLC001232"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445645
12322,Neha Patel,active,1,1,10.0,100.0,"[{""L20158MZ2010PLC001232"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445679
12323,Rahul Iyer,active,1,1,10.0,100.0,"[{""L20158MZ2010PLC001232"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445711
12331,Neha Patel,active,1,1,10.0,100.0,"[{""L94259NL2010PLC001233"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445742
12332,Rahul Iyer,active,1,1,10.0,100.0,"[{""L94259NL2010PLC001233"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445772
12333,Kavita Gupta,active,1,1,10.0,100.0,"[{""L94259NL2010PLC001233"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445800
12341,Rahul Iyer,active,1,1,10.0,100.0,"[{""L63321AP2010PLC001234"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445828
12342,Kavita Gupta,active,1,1,10.0,100.0,"[{""L63321AP2010PLC001234"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445864
12343,Amit Nair,active,1,1,10.0,100.0,"[{""L63321AP2010PLC001234"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445893
12351,Kavita Gupta,active,1,1,10.0,100.0,"[{""L65346MZ2010PLC001235"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445923
12352,Amit Nair,active,1,1,10.0,100.0,"[{""L65346MZ2010PLC001235"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445951
12353,Sunita Rao,active,1,1,10.0,100.0,"[{""L65346MZ2010PLC001235"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.445978
12361,Amit Nair,active,1,1,10.0,100.0,"[{""L44932MZ2010PLC001236"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446007
12362,Sunita Rao,active,1,1,10.0,100.0,"[{""L44932MZ2010PLC001236"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446036
12363,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L44932MZ2010PLC001236"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446066
12371,Sunita Rao,active,1,1,10.0,100.0,"[{""L51677AN2010PLC001237"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446098
12372,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L51677AN2010PLC001237"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446126
12373,Anita Desai,active,1,1,10.0,100.0,"[{""L51677AN2010PLC001237"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446159
12381,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L70378DN2010PLC001238"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446188
12382,Anita Desai,active,1,1,10.0,100.0,"[{""L70378DN2010PLC001238"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446217
12383,Vivek Mehta,active,1,1,10.0,100.0,"[{""L70378DN2010PLC001238"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446249
12391,Anita Desai,active,1,1,10.0,100.0,"[{""L78515MN2010PLC001239"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446283
12392,Vivek Mehta,active,1,1,10.0,100.0,"[{""L78515MN2010PLC001239"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446315
12393,Priya Menon,active,1,1,10.0,100.0,"[{""L78515MN2010PLC001239"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446346
12401,Priya Menon,active,1,1,10.0,100.0,"[{""L41700JH2010PLC001240"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446376
12402,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L41700JH2010PLC001240"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446404
12403,Neha Patel,active,1,1,10.0,100.0,"[{""L41700JH2010PLC001240"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446448
12411,Sanjay Sharma,active,1,1,10.0,100.0,"[{""L96908AS2010PLC001241"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446481
12412,Neha Patel,active,1,1,10.0,100.0,"[{""L96908AS2010PLC001241"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446508
12413,Rahul Iyer,active,1,1,10.0,100.0,"[{""L96908AS2010PLC001241"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446536
12421,Neha Patel,active,1,1,10.0,100.0,"[{""L48731GA2010PLC001242"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446585
12422,Rahul Iyer,active,1,1,10.0,100.0,"[{""L48731GA2010PLC001242"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446619
12423,Kavita Gupta,active,1,1,10.0,100.0,"[{""L48731GA2010PLC001242"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446649
12431,Rahul Iyer,active,1,1,10.0,100.0,"[{""L91684OR2010PLC001243"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446681
12432,Kavita Gupta,active,1,1,10.0,100.0,"[{""L91684OR2010PLC001243"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446710
12433,Amit Nair,active,1,1,10.0,100.0,"[{""L91684OR2010PLC001243"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446745
12441,Kavita Gupta,active,1,1,10.0,100.0,"[{""L13139PY2010PLC001244"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446777
12442,Amit Nair,active,1,1,10.0,100.0,"[{""L13139PY2010PLC001244"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446805
12443,Sunita Rao,active,1,1,10.0,100.0,"[{""L13139PY2010PLC001244"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446835
12451,Amit Nair,active,1,1,10.0,100.0,"[{""L67057AP2010PLC001245"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446866
12452,Sunita Rao,active,1,1,10.0,100.0,"[{""L67057AP2010PLC001245"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446895
12453,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L67057AP2010PLC001245"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446925
12461,Sunita Rao,active,1,1,10.0,100.0,"[{""L53219MP2010PLC001246"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446955
12462,Ramesh Kapoor,active,1,1,10.0,100.0,"[{""L53219MP2010PLC001246"": {""is_inactive"": false, ""has_drt_case"": false, ""has_nclt_case"": false, ""has_live_charge"": true}}]",2026-03-12T13:38:26.446988
